SACRED, MARRIAGE, YES, 132, 2, .015, 0.000, 0.0000, .0027, 0, 2, 1.0, 1, 21, 38, ¥, , AJ, 2.16, .11, .007, 1, 19, 95, 3.94, , N, 2.00, .50, .087, 1
SACRED, NIGHT, YES, 132, 2, .015, 0.000, .0032, .0029, 1, 2, 1.0, 0, 21, 38, ¥, , AJ, 2.16, .11, .007, 1, 6, 411, 4.83, G, N, .50, .67, .606, 1
SACRED, PERSONAL, YES, 132, 2, .015, 0.000, .0007, .0020, 2, 2, 1.0, 0, 21, 38, ¥, , AJ, 2.16, .11, .007, 1, 12, 196, 2.90, , AJ, 1.09, .46, .040, 1
SACRED, SACRILEGIOUS, NO, 132, 2, .015, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 21, 38, ¥, , AJ, 2.16, .11, .007, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
SACRED, TEMPLE, YES, 132, 2, .015, 0.000, .0012, .0186, 1, 2, 4.0, 3, 21, 38, ¥, , AJ, 2.16, .11, .007, 1, 12, 38, 6.69, T, N, 3.00, .46, .038, 1
SACRED, TRUTH, YES, 132, 2, .015, 0.000, 0.0000, .0002, 0, 2, 1.0, 1, 21, 38, ¥, , AJ, 2.16, .11, .007, 1, 17, 126, 2.72, , N, 1.75, .50, .134, 1
SAD, HAPPY, YES, 156, 99, .634, .628, .0457, .0026, 4, 0, 1.0, 0, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1, 8, 98, 3.51, , AJ, 1.29, .86, .471, 1
SAD, GLAD, YES, 156, 10, .064, .134, .0260, .3481, 1, 0, 1.0, 0, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1, 7, 38, 3.14, , AJ, 1.17, .50, .032, 1
SAD, CRY, YES, 156, 9, .058, .130, .0079, .0184, 1, 0, 1.0, 1, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1, 14, 48, 4.32, , V, 1.69, .77, .292, 1
SAD, UNHAPPY, YES, 156, 8, .051, .738, .0012, .0633, 1, 0, 2.0, 1, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1, 5, 26, 3.28, , AJ, 1.60, .60, .040, 1
SAD, DEPRESSED, YES, 156, 7, .045, .527, .0021, .0572, 1, 0, 2.0, 1, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1
SAD, BLUE, YES, 156, 4, .026, .028, 0.0000, 0.0000, 0, 0, 0.0, 0, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1, 14, 143, 4.49, N, N, 1.69, .54, .203, 1
SAD, TEAR, YES, 156, 4, .026, .076, 0.0000, .0176, 0, 0, 1.0, 1, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1, 9, 11, 4.69, W, V, .44, .33, .223, 1
SADDLE, HORSE, YES, 149, 131, .879, .103, .0074, .0052, 1, 0, 1.0, 0, 4, 25, 6.20, G, N, .50, .25, .091, 1, 16, 117, 6.03, , N, 1.15, .77, .304, 1
SADDLE, RIDE, YES, 149, 3, .020, 0.000, .2294, .3270, 1, 0, 1.0, 0, 4, 25, 6.20, G, N, .50, .25, .091, 1, 14, 49, 4.14, , V, 1.50, .33, .113, 1
SADDLE, BAG, YES, 149, 2, .013, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 4, 25, 6.20, G, N, .50, .25, .091, 1, 17, 42, 6.30, , N, 1.06, .50, .062, 1
SADDLE, SORE, YES, 149, 2, .013, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 4, 25, 6.20, G, N, .50, .25, .091, 1, 17, 10, 4.77, T, AJ, 1.64, .36, .008, 1
SAFARI, JUNGLE, YES, 153, 35, .229, .014, .0104, .0149, 3, 2, 3.0, 2, 15, 2, ¥, , N, 1.77, .23, .005, 1, 21, 20, 6.28, , N, 1.81, .33, .018, 1
SAFARI, AFRICA, YES, 153, 31, .203, 0.000, .0098, .0137, 3, 2, 4.0, 2, 15, 2, ¥, , N, 1.77, .23, .005, 1, 16, 45, 5.92, , N, 1.07, .29, .046, 1
SAFARI, LION, YES, 153, 12, .078, .021, .0162, .0136, 4, 2, 3.0, 0, 15, 2, ¥, , N, 1.77, .23, .005, 1, 15, 17, 6.14, , N, 1.75, .83, .151, 1
SAFARI, ANIMAL, YES, 153, 11, .072, 0.000, .0295, .0017, 6, 2, 1.0, 0, 15, 2, ¥, , N, 1.77, .23, .005, 1, 28, 68, 5.65, , N, 1.81, .74, .053, 1
SAFARI, DESERT, YES, 153, 8, .052, 0.000, .0043, 0.0000, 1, 2, 0.0, 0, 15, 2, ¥, , N, 1.77, .23, .005, 1, 8, 21, 5.90, N, N, .86, .43, .013, 1
SAFARI, HUNT, YES, 153, 7, .046, 0.000, 0.0000, .0031, 0, 2, 1.0, 1, 15, 2, ¥, , N, 1.77, .23, .005, 1, 17, 10, 4.12, , V, 1.62, .25, .006, 1
SAFARI, GIRAFFE, YES, 153, 5, .033, 0.000, .0006, .0122, 1, 2, 3.0, 2, 15, 2, ¥, , N, 1.77, .23, .005, 1, 8, 0, ¥, , N, 1.12, .13, .001, 1
SAFARI, ADVENTURE, YES, 153, 4, .026, .013, 0.0000, .0012, 0, 2, 2.0, 1, 15, 2, ¥, , N, 1.77, .23, .005, 1, 18, 14, ¥, , N, 1.00, .27, .002, 1
SAFARI, ELEPHANT, YES, 153, 4, .026, 0.000, .0056, .0074, 2, 2, 3.0, 2, 15, 2, ¥, , N, 1.77, .23, .005, 1, 19, 7, 7.00, , N, 1.05, .37, .028, 1
SAFARI, JEEP, YES, 153, 4, .026, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 15, 2, ¥, , N, 1.77, .23, .005, 1, 16, 16, 6.09, , N, .90, 0.00, 0.000, 0
SAFARI, TRIP, YES, 153, 3, .020, 0.000, .0014, 0.0000, 1, 2, 0.0, 0, 15, 2, ¥, , N, 1.77, .23, .005, 1, 10, 81, 4.39, T, N, 1.40, .70, .141, 1
SAFARI, EXPEDITION, NO, 153, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 2, ¥, , N, 1.77, .23, .005, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
SAFARI, HAT, YES, 153, 2, .013, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 15, 2, ¥, , N, 1.77, .23, .005, 1, 12, 56, 5.97, , N, .83, .58, .074, 1
SAFARI, SURFING, NO, 153, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 2, ¥, , N, 1.77, .23, .005, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
SAFARI, TIGER, YES, 153, 2, .013, 0.000, .0282, .0308, 1, 2, 3.0, 2, 15, 2, ¥, , N, 1.77, .23, .005, 1, 15, 7, 6.07, , N, 1.13, .20, .115, 1
SAFE, SECURE, YES, 141, 21, .149, .235, .0026, .0086, 3, 1, 5.0, 3, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 19, 30, 2.40, G, AJ, 1.79, .32, .046, 1
SAFE, DANGER, YES, 141, 20, .142, .041, 0.0000, 0.0000, 0, 1, 0.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 23, 70, 3.68, , N, 1.18, .41, .029, 1
SAFE, MONEY, YES, 141, 14, .099, 0.000, .0211, .0004, 2, 1, 1.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 19, 265, 5.77, , N, 1.39, .89, .312, 1
SAFE, HOME, YES, 141, 12, .085, 0.000, .0056, .0008, 2, 1, 1.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 15, 547, 6.25, , N, 1.47, .40, .208, 1
SAFE, LOCK, YES, 141, 6, .043, .022, .0154, .0060, 2, 1, 2.0, 1, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 14, 23, 5.02, N, N, 2.08, .46, .122, 1
SAFE, SOUND, YES, 141, 5, .035, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 10, 204, 5.28, P, N, 2.50, .80, .078, 1
SAFE, TEAM, YES, 141, 4, .028, 0.000, .0002, .0010, 1, 1, 1.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 17, 83, 4.81, , N, 2.53, .33, .015, 1
SAFE, BANK, YES, 141, 3, .021, 0.000, .0086, .0794, 4, 1, 2.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 6, 83, 5.69, N, N, .67, 1.00, .057, 1
SAFE, PROTECT, YES, 141, 3, .021, 0.000, .0110, .0071, 2, 1, 2.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 22, 34, 2.95, , V, 1.68, .26, .035, 1
SAFE, SCARED, YES, 141, 3, .021, .014, 0.0000, .0002, 0, 1, 1.0, 1, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 12, 21, ¥, , V, 1.18, .46, .275, 1
SAFE, UNSAFE, NO, 141, 3, .021, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
SAFE, VAULT, YES, 141, 3, .021, .255, .0003, .0261, 1, 1, 3.0, 2, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 13, 2, 5.39, N, N, .77, .23, .020, 1
SAFE, BASEBALL, YES, 141, 2, .014, 0.000, .0020, .0004, 1, 1, 1.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 18, 57, 5.75, , N, 2.65, .77, .040, 1
SAFE, COMFORT, YES, 141, 2, .014, 0.000, .0046, .0067, 1, 1, 2.0, 1, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 24, 43, 3.93, , V, 2.17, .38, .018, 1
SAFE, GUARD, YES, 141, 2, .014, .042, .0023, .0051, 1, 1, 3.0, 2, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 18, 48, 5.05, , N, 1.39, .39, .031, 1
SAFE, HAPPY, YES, 141, 2, .014, 0.000, .0007, 0.0000, 3, 1, 0.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 8, 98, 3.51, , AJ, 1.29, .86, .471, 1
SAFE, MOM, YES, 141, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 5, 3, 6.40, , N, 1.20, .60, .541, 1
SAFE, OKAY, YES, 141, 2, .014, 0.000, .0013, .0008, 2, 1, 1.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 13, 20, 2.41, , N, 1.60, .50, .011, 0
SAFE, OUT, YES, 141, 2, .014, 0.000, .0007, 0.0000, 1, 1, 0.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 6, 2096, 2.40, G, AD, .20, .40, .758, 1
SAFE, SORRY, YES, 141, 2, .014, 0.000, 0.0000, .0004, 0, 1, 2.0, 2, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 17, 48, 2.68, G, AJ, 2.06, .44, .134, 1
SAFE, SURE, YES, 141, 2, .014, 0.000, .0030, .0011, 2, 1, 1.0, 0, 21, 58, 3.72, G, AJ, 1.40, .30, .048, 1, 13, 264, 2.77, , AJ, 1.42, .50, .037, 1
SAFETY, SEATBELT, YES, 140, 36, .257, .260, .0015, .0027, 1, 2, 1.0, 0, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 11, 0, 6.53, , N, .44, .22, .069, 1
SAFETY, DANGER, YES, 140, 10, .071, 0.000, .0111, .0042, 1, 2, 3.0, 2, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 23, 70, 3.68, , N, 1.18, .41, .029, 1
SAFETY, CAREFUL, YES, 140, 9, .064, 0.000, .0103, .0004, 3, 2, 1.0, 1, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 14, 62, ¥, , AJ, .50, .42, .211, 1
SAFETY, CAUTION, YES, 140, 9, .064, .014, .0029, .0208, 1, 2, 2.0, 1, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 14, 19, 3.15, , N, 1.57, .36, .026, 1
SAFETY, GOGGLES, NO, 140, 6, .043, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
SAFETY, PROTECTION, YES, 140, 6, .043, .089, .0163, .0118, 2, 2, 5.0, 3, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 23, 68, 3.49, , N, 2.00, .32, .026, 1
SAFETY, PIN, YES, 140, 5, .036, .050, 0.0000, 0.0000, 0, 2, 0.0, 0, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 15, 16, 5.81, , N, 1.14, .57, .076, 1
SAFETY, DRIVE, YES, 140, 4, .029, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 14, 105, 4.35, T, V, 1.69, .23, .063, 1
SAFETY, NET, YES, 140, 4, .029, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 14, 34, 5.46, N, N, 1.00, .23, .019, 1
SAFETY, PRECAUTION, NO, 140, 4, .029, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
SAFETY, RULES, YES, 140, 4, .029, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 12, 85, ¥, , N, .36, .27, .119, 1
SAFETY, SECURE, YES, 140, 4, .029, 0.000, .0016, .0009, 2, 2, 2.0, 2, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 19, 30, 2.40, G, AJ, 1.79, .32, .046, 1
SAFETY, FEATURE, YES, 140, 3, .021, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 10, 37, ¥, , N, 1.20, 0.00, 0.000, 1
SAFETY, HOME, YES, 140, 3, .021, 0.000, .0019, .0008, 2, 2, 1.0, 0, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 15, 547, 6.25, , N, 1.47, .40, .208, 1
SAFETY, PATROL, YES, 140, 3, .021, .020, 0.0000, .0077, 0, 2, 1.0, 1, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 10, 25, ¥, , N, 1.56, .22, .003, 1
SAFETY, POLICE, YES, 140, 3, .021, 0.000, .0123, .0007, 4, 2, 1.0, 0, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 19, 155, 6.69, , N, .89, .72, .155, 1
SAFETY, SECURITY, YES, 140, 3, .021, 0.000, .0019, .0030, 2, 2, 1.0, 1, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 13, 91, 3.32, , N, .91, .18, .014, 1
SAFETY, COMFORT, YES, 140, 2, .014, 0.000, .0011, .0024, 1, 2, 2.0, 1, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 24, 43, 3.93, , V, 2.17, .38, .018, 1
SAFETY, FEAR, YES, 140, 2, .014, 0.000, .0034, 0.0000, 1, 2, 0.0, 0, 19, 48, 4.27, G, N, 1.18, .29, .074, 1, 17, 127, 3.22, , N, 1.40, .67, .050, 1
SAGE, SPICE, YES, 147, 30, .204, 0.000, .0329, .0028, 4, 2, 3.0, 0, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 17, 4, 5.86, , N, 2.53, .53, .062, 1
SAGE, WISE, YES, 147, 14, .095, .023, .0003, .0086, 1, 2, 1.0, 0, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 10, 36, 2.61, , AJ, 1.67, .44, .016, 1
SAGE, HERB, YES, 147, 10, .068, 0.000, .0067, .0579, 3, 2, 2.0, 0, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 17, 7, 5.54, , N, 2.24, .12, .008, 1
SAGE, BRUSH, YES, 147, 5, .034, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 6, 44, 5.66, T, N, .50, .83, .237, 1
SAGE, BUSH, YES, 147, 4, .027, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 15, 14, 5.69, , N, 1.00, .50, .069, 1
SAGE, PARSLEY, YES, 147, 4, .027, .013, .0009, .0132, 1, 2, 5.0, 3, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 29, 1, ¥, , N, 2.52, .08, .001, 1
SAGE, OREGANO, YES, 147, 3, .020, 0.000, .0054, .1010, 2, 2, 4.0, 2, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 13, 0, 5.39, , N, 2.75, .08, .010, 1
SAGE, SMART, YES, 147, 3, .020, 0.000, .0410, .0012, 1, 2, 1.0, 0, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 14, 21, 3.00, T, V, 2.00, .77, .262, 1
SAGE, BASIL, NO, 147, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 14, 2, ¥, C, N, 1.42, .17, .003, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
SAGE, DOG, YES, 147, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 5, 75, 5.75, , N, .40, .80, .437, 1
SAGE, FLOWER, YES, 147, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 21, 23, 5.62, G, N, 1.62, .67, .265, 1
SAGE, RAGE, YES, 147, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 6, 16, 3.23, G, N, 1.00, .40, .027, 1
SAGE, ROSEMARY, NO, 147, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 14, 2, ¥, C, N, 1.42, .17, .003, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
SAGE, SEASONING, YES, 147, 2, .014, 0.000, .0095, .0400, 3, 2, 1.0, 0, 14, 2, ¥, C, N, 1.42, .17, .003, 1, 10, 2, 5.37, , V, 2.10, .30, .009, 1
SAIL, BOAT, YES, 151, 89, .589, .134, 0.0000, .0280, 0, 0, 3.0, 3, 7, 12, 5.55, , N, 1.71, .14, .079, 1, 16, 72, 6.33, , N, 1.62, .63, .201, 1
SAIL, WIND, YES, 151, 12, .079, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 7, 12, 5.55, , N, 1.71, .14, .079, 1, 19, 63, 5.40, N, N, 1.50, .50, .121, 1
SAIL, WATER, YES, 151, 11, .073, 0.000, .2310, .0013, 4, 0, 2.0, 0, 7, 12, 5.55, , N, 1.71, .14, .079, 1, 18, 442, 6.27, , N, 2.00, .94, .146, 1
SAIL, OCEAN, YES, 151, 8, .053, 0.000, .0167, .0161, 4, 0, 2.0, 0, 7, 12, 5.55, , N, 1.71, .14, .079, 1, 17, 34, 5.63, , N, 2.31, .69, .169, 1
SAIL, FUN, YES, 151, 4, .026, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 7, 12, 5.55, , N, 1.71, .14, .079, 1, 15, 44, 2.45, , N, 2.13, .73, .058, 1
SAIL, FISH, YES, 151, 3, .020, 0.000, .0101, .0131, 2, 0, 2.0, 2, 7, 12, 5.55, , N, 1.71, .14, .079, 1, 24, 35, 5.84, G, N, 1.26, .74, .101, 1
SAIL, LAKE, YES, 151, 2, .013, 0.000, .0017, .0196, 2, 0, 3.0, 1, 7, 12, 5.55, , N, 1.71, .14, .079, 1, 15, 54, 5.70, , N, 2.50, .43, .052, 1
SAILING, BOAT, YES, 142, 51, .359, .016, .0665, .0691, 5, 0, 6.0, 2, 11, 20, 4.88, , N, 2.91, .18, .006, 1, 16, 72, 6.33, , N, 1.62, .63, .201, 1
SAILING, WATER, YES, 142, 21, .148, 0.000, .1632, .0037, 7, 0, 3.0, 0, 11, 20, 4.88, , N, 2.91, .18, .006, 1, 18, 442, 6.27, , N, 2.00, .94, .146, 1
SAILING, OCEAN, YES, 142, 14, .099, 0.000, .0282, .0384, 7, 0, 2.0, 0, 11, 20, 4.88, , N, 2.91, .18, .006, 1, 17, 34, 5.63, , N, 2.31, .69, .169, 1
SAILING, WIND, YES, 142, 13, .092, 0.000, .0017, .0003, 1, 0, 1.0, 1, 11, 20, 4.88, , N, 2.91, .18, .006, 1, 19, 63, 5.40, N, N, 1.50, .50, .121, 1
SAILING, SHIP, YES, 142, 11, .077, 0.000, .0463, .2177, 2, 0, 5.0, 4, 11, 20, 4.88, , N, 2.91, .18, .006, 1, 9, 83, 6.25, N, N, 2.22, .44, .085, 1
